Sample name	Cruise series	GEOTRACES section	Cruise ID	Cruise Station	Collection Date	Depth (m)	env_biome	env_feature	env_material	geo_loc_name	Latitude and Longitude	Bottle ID	NCBI BioProject	NCBI SRA Study	NCBI BioSample	NCBI SRA Accession	Total read pairs	NCBI SRA Accession for assembled metagenome contigs	Assembly method and version
S0332	GEOTRACES	GP13	TAN1109	GT8	2011-06-13T22:40:00	75	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 164.99233 W	1154510	PRJNA385854	SRP110813	SAMN07136795	SRR5788416	18683493	SRZ187518	metaSPAdes v3.9.0
S0333	GEOTRACES	GP13	TAN1109	GT8	2011-06-13T22:40:00	100	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 164.99233 W	1154504	PRJNA385854	SRP110813	SAMN07136796	SRR5788415	19783515	SRZ187519	metaSPAdes v3.9.0
S0334	GEOTRACES	GP13	TAN1109	GT8	2011-06-13T22:40:00	204	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 164.99233 W	1154486	PRJNA385854	SRP110813	SAMN07136797	SRR5788422	31611680	SRZ187520	metaSPAdes v3.9.0
S0335	GEOTRACES	GP13	TAN1109	GT8	2011-06-14T04:11:00	1023	ocean_biome	ocean	water	Pacific Ocean	32.515 S 164.98117 W	1152842	PRJNA385854	SRP110813	SAMN07136798	SRR5788421	23640245	SRZ187521	metaSPAdes v3.9.0
S0336	GEOTRACES	GP13	TAN1109	GT8	2011-06-14T04:11:00	5100	ocean_biome	ocean	water	Pacific Ocean	32.515 S 164.98117 W	1152779	PRJNA385854	SRP110813	SAMN07136799	SRR5788420	26910641	SRZ187522	metaSPAdes v3.9.0
S0337	GEOTRACES	GP13	TAN1109	GT9	2011-06-14T16:46:00	17	ocean_biome	ocean	water	Pacific Ocean	32.50433 S 163.98967 W	1152896	PRJNA385854	SRP110813	SAMN07136800	SRR5788419	29257699	SRZ187523	metaSPAdes v3.9.0
S0338	GEOTRACES	GP13	TAN1109	GT9	2011-06-14T16:46:00	31	ocean_biome	ocean	water	Pacific Ocean	32.50433 S 163.98967 W	1152887	PRJNA385854	SRP110813	SAMN07136801	SRR5788424	39878937	SRZ187524	metaSPAdes v3.9.0
S0339	GEOTRACES	GP13	TAN1109	GT9	2011-06-14T16:46:00	51	ocean_biome	ocean	water	Pacific Ocean	32.50433 S 163.98967 W	1152881	PRJNA385854	SRP110813	SAMN07136802	SRR5788423	24751268	SRZ187525	metaSPAdes v3.9.0
S0340	GEOTRACES	GP13	TAN1109	GT9	2011-06-14T16:46:00	76	ocean_biome	ocean	water	Pacific Ocean	32.50433 S 163.98967 W	1152875	PRJNA385854	SRP110813	SAMN07136803	SRR5788057	26157822	SRZ187526	metaSPAdes v3.9.0
S0341	GEOTRACES	GP13	TAN1109	GT9	2011-06-14T16:46:00	102	ocean_biome	ocean	water	Pacific Ocean	32.50433 S 163.98967 W	1152866	PRJNA385854	SRP110813	SAMN07136804	SRR5788058	22082858	SRZ187527	metaSPAdes v3.9.0
S0342	GEOTRACES	GP13	TAN1109	GT16	2011-06-18T10:34:00	49	ocean_biome	ocean	water	Pacific Ocean	32.494 S 157.00883 W	1155872	PRJNA385854	SRP110813	SAMN07136805	SRR5788055	21046094	SRZ187528	metaSPAdes v3.9.0
S0343	GEOTRACES	GP13	TAN1109	GT16	2011-06-18T10:34:00	76	ocean_biome	ocean	water	Pacific Ocean	32.494 S 157.00883 W	1155866	PRJNA385854	SRP110813	SAMN07136806	SRR5788056	23393374	SRZ187529	metaSPAdes v3.9.0
S0344	GEOTRACES	GP13	TAN1109	GT16	2011-06-18T10:34:00	102	ocean_biome	ocean	water	Pacific Ocean	32.494 S 157.00883 W	1155860	PRJNA385854	SRP110813	SAMN07136807	SRR5788053	20135065	SRZ187530	metaSPAdes v3.9.0
S0345	GEOTRACES	GP13	TAN1109	GT17	2011-06-18T20:24:00	15	ocean_biome	ocean	water	Pacific Ocean	32.50383 S 156.01067 W	1156046	PRJNA385854	SRP110813	SAMN07136808	SRR5788054	24557138	SRZ187531	metaSPAdes v3.9.0
S0346	GEOTRACES	GP13	TAN1109	GT17	2011-06-18T20:24:00	31	ocean_biome	ocean	water	Pacific Ocean	32.50383 S 156.01067 W	1156019	PRJNA385854	SRP110813	SAMN07136809	SRR5788051	57253336	SRZ187532	metaSPAdes v3.9.0
S0347	GEOTRACES	GP13	TAN1109	GT17	2011-06-18T20:24:00	52	ocean_biome	ocean	water	Pacific Ocean	32.50383 S 156.01067 W	1156013	PRJNA385854	SRP110813	SAMN07136810	SRR5788052	24848456	SRZ187533	metaSPAdes v3.9.0
S0348	GEOTRACES	GP13	TAN1109	GT17	2011-06-18T20:24:00	77	ocean_biome	ocean	water	Pacific Ocean	32.50383 S 156.01067 W	1156007	PRJNA385854	SRP110813	SAMN07136811	SRR5788049	22413635	SRZ187534	metaSPAdes v3.9.0
S0349	GEOTRACES	GP13	TAN1109	GT17	2011-06-18T20:24:00	102	ocean_biome	ocean	water	Pacific Ocean	32.50383 S 156.01067 W	1156001	PRJNA385854	SRP110813	SAMN07136812	SRR5788050	23286308	SRZ187535	metaSPAdes v3.9.0
S0350	GEOTRACES	GP13	TAN1109	GT18	2011-06-19T06:47:00	14	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 154.99933 W	1156181	PRJNA385854	SRP110813	SAMN07136813	SRR5788165	19681955	SRZ187536	metaSPAdes v3.9.0
S0351	GEOTRACES	GP13	TAN1109	GT18	2011-06-19T06:47:00	30	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 154.99933 W	1156163	PRJNA385854	SRP110813	SAMN07136814	SRR5788164	32325722	SRZ187537	metaSPAdes v3.9.0
S0352	GEOTRACES	GP13	TAN1109	GT18	2011-06-19T06:47:00	51	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 154.99933 W	1156157	PRJNA385854	SRP110813	SAMN07136815	SRR5788167	49007326	SRZ187538	metaSPAdes v3.10.1
S0353	GEOTRACES	GP13	TAN1109	GT18	2011-06-19T06:47:00	74	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 154.99933 W	1156151	PRJNA385854	SRP110813	SAMN07136816	SRR5788166	34522597	SRZ187539	metaSPAdes v3.9.0
S0354	GEOTRACES	GP13	TAN1109	GT18	2011-06-19T06:47:00	101	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 154.99933 W	1156145	PRJNA385854	SRP110813	SAMN07136817	SRR5788161	45891951	SRZ187540	metaSPAdes v3.9.0
S0355	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T18:28:00	15	ocean_biome	ocean	water	Pacific Ocean	32.50133 S 153.99817 W	1156325	PRJNA385854	SRP110813	SAMN07136818	SRR5788160	50071414	SRZ187541	metaSPAdes v3.9.0
S0356	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T18:28:00	32	ocean_biome	ocean	water	Pacific Ocean	32.50133 S 153.99817 W	1156301	PRJNA385854	SRP110813	SAMN07136819	SRR5788163	31995419	SRZ187542	metaSPAdes v3.9.0
S0357	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T18:28:00	51	ocean_biome	ocean	water	Pacific Ocean	32.50133 S 153.99817 W	1156295	PRJNA385854	SRP110813	SAMN07136820	SRR5788162	40428965	SRZ187543	metaSPAdes v3.9.0
S0358	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T18:28:00	77	ocean_biome	ocean	water	Pacific Ocean	32.50133 S 153.99817 W	1156289	PRJNA385854	SRP110813	SAMN07136821	SRR5788159	46879404	SRZ187544	metaSPAdes v3.9.0
S0359	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T18:28:00	100	ocean_biome	ocean	water	Pacific Ocean	32.50133 S 153.99817 W	1156283	PRJNA385854	SRP110813	SAMN07136822	SRR5788158	28005890	SRZ187545	metaSPAdes v3.9.0
S0360	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T18:28:00	201	ocean_biome	ocean	water	Pacific Ocean	32.50133 S 153.99817 W	1156265	PRJNA385854	SRP110813	SAMN07136823	SRR5788327	14940894	SRZ187546	metaSPAdes v3.9.0
S0361	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T22:18:00	1008	ocean_biome	ocean	water	Pacific Ocean	32.49483 S 154.00417 W	1156466	PRJNA385854	SRP110813	SAMN07136824	SRR5788328	32602172	SRZ187547	metaSPAdes v3.9.0
S0362	GEOTRACES	GP13	TAN1109	GT19	2011-06-19T22:18:00	5095	ocean_biome	ocean	water	Pacific Ocean	32.49483 S 154.00417 W	1156412	PRJNA385854	SRP110813	SAMN07136825	SRR5788329	20836757	SRZ187548	metaSPAdes v3.9.0
S0363	GEOTRACES	GP13	TAN1109	GT20	2011-06-20T13:01:00	15	ocean_biome	ocean	water	Pacific Ocean	32.494 S 153.00567 W	1156538	PRJNA385854	SRP110813	SAMN07136826	SRR5788330	16750427	SRZ187549	metaSPAdes v3.9.0
S0365	GEOTRACES	GP13	TAN1109	GT5	2011-06-12T16:59:00	75	ocean_biome	ocean	water	Pacific Ocean	32.495 S 168.002 W	1154141	PRJNA385854	SRP110813	SAMN07136827	SRR5788331	23589892	SRZ187550	metaSPAdes v3.9.0
S0366	GEOTRACES	GP13	TAN1109	GT5	2011-06-12T16:59:00	101	ocean_biome	ocean	water	Pacific Ocean	32.495 S 168.002 W	1154138	PRJNA385854	SRP110813	SAMN07136828	SRR5788332	22450261	SRZ187551	metaSPAdes v3.9.0
S0367	GEOTRACES	GP13	TAN1109	GT6	2011-06-13T03:37:00	14	ocean_biome	ocean	water	Pacific Ocean	32.49717 S 167.00217 W	1154327	PRJNA385854	SRP110813	SAMN07136829	SRR5788333	23218521	SRZ187552	metaSPAdes v3.9.0
S0368	GEOTRACES	GP13	TAN1109	GT6	2011-06-13T03:37:00	31	ocean_biome	ocean	water	Pacific Ocean	32.49717 S 167.00217 W	1154300	PRJNA385854	SRP110813	SAMN07136830	SRR5788334	24366634	SRZ187553	metaSPAdes v3.9.0
S0369	GEOTRACES	GP13	TAN1109	GT6	2011-06-13T03:37:00	52	ocean_biome	ocean	water	Pacific Ocean	32.49717 S 167.00217 W	1154294	PRJNA385854	SRP110813	SAMN07136831	SRR5788325	18396289	SRZ187554	metaSPAdes v3.9.0
S0370	GEOTRACES	GP13	TAN1109	GT6	2011-06-13T03:37:00	78	ocean_biome	ocean	water	Pacific Ocean	32.49717 S 167.00217 W	1154288	PRJNA385854	SRP110813	SAMN07136832	SRR5788326	22968413	SRZ187555	metaSPAdes v3.9.0
S0371	GEOTRACES	GP13	TAN1109	GT6	2011-06-13T03:37:00	102	ocean_biome	ocean	water	Pacific Ocean	32.49717 S 167.00217 W	1154282	PRJNA385854	SRP110813	SAMN07136833	SRR5788179	26069956	SRZ187556	metaSPAdes v3.9.0
S0372	GEOTRACES	GP13	TAN1109	GT7	2011-06-13T12:49:00	16	ocean_biome	ocean	water	Pacific Ocean	32.4985 S 165.99883 W	1154399	PRJNA385854	SRP110813	SAMN07136834	SRR5788178	20672936	SRZ187557	metaSPAdes v3.9.0
S0373	GEOTRACES	GP13	TAN1109	GT7	2011-06-13T12:49:00	30	ocean_biome	ocean	water	Pacific Ocean	32.4985 S 165.99883 W	1154372	PRJNA385854	SRP110813	SAMN07136835	SRR5788462	27975409	SRZ187558	metaSPAdes v3.9.0
S0374	GEOTRACES	GP13	TAN1109	GT7	2011-06-13T12:49:00	48	ocean_biome	ocean	water	Pacific Ocean	32.4985 S 165.99883 W	1154366	PRJNA385854	SRP110813	SAMN07136836	SRR5788461	28820623	SRZ187559	metaSPAdes v3.9.0
S0375	GEOTRACES	GP13	TAN1109	GT7	2011-06-13T12:49:00	76	ocean_biome	ocean	water	Pacific Ocean	32.4985 S 165.99883 W	1154360	PRJNA385854	SRP110813	SAMN07136837	SRR5788460	30318403	SRZ187560	metaSPAdes v3.9.0
S0376	GEOTRACES	GP13	TAN1109	GT7	2011-06-13T12:49:00	102	ocean_biome	ocean	water	Pacific Ocean	32.4985 S 165.99883 W	1154354	PRJNA385854	SRP110813	SAMN07136838	SRR5788459	25360404	SRZ187561	metaSPAdes v3.9.0
S0377	GEOTRACES	GP13	TAN1109	GT8	2011-06-13T22:40:00	15	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 164.99233 W	1152704	PRJNA385854	SRP110813	SAMN07136839	SRR5788458	23713880	SRZ187562	metaSPAdes v3.9.0
S0378	GEOTRACES	GP13	TAN1109	GT8	2011-06-13T22:40:00	28	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 164.99233 W	1154522	PRJNA385854	SRP110813	SAMN07136840	SRR5788457	26096985	SRZ187563	metaSPAdes v3.9.0
S0379	GEOTRACES	GP13	TAN1109	GT10	2011-06-15T11:03:00	15	ocean_biome	ocean	water	Pacific Ocean	32.50633 S 162.9935 W	1153013	PRJNA385854	SRP110813	SAMN07136841	SRR5788191	37613607	SRZ187564	metaSPAdes v3.9.0
S0380	GEOTRACES	GP13	TAN1109	GT10	2011-06-15T11:03:00	33	ocean_biome	ocean	water	Pacific Ocean	32.50633 S 162.9935 W	1153007	PRJNA385854	SRP110813	SAMN07136842	SRR5787991	21828256	SRZ187565	metaSPAdes v3.9.0
S0381	GEOTRACES	GP13	TAN1109	GT10	2011-06-15T11:03:00	50	ocean_biome	ocean	water	Pacific Ocean	32.50633 S 162.9935 W	1153001	PRJNA385854	SRP110813	SAMN07136843	SRR5788093	25280632	SRZ187566	metaSPAdes v3.9.0
S0382	GEOTRACES	GP13	TAN1109	GT10	2011-06-15T11:03:00	75	ocean_biome	ocean	water	Pacific Ocean	32.50633 S 162.9935 W	1152995	PRJNA385854	SRP110813	SAMN07136844	SRR5788094	26513334	SRZ187567	metaSPAdes v3.9.0
S0383	GEOTRACES	GP13	TAN1109	GT10	2011-06-15T11:03:00	102	ocean_biome	ocean	water	Pacific Ocean	32.50633 S 162.9935 W	1152989	PRJNA385854	SRP110813	SAMN07136845	SRR5788091	24852584	SRZ187568	metaSPAdes v3.9.0
S0384	GEOTRACES	GP13	TAN1109	GT11	2011-06-15T21:47:00	16	ocean_biome	ocean	water	Pacific Ocean	32.509 S 162.009 W	1153175	PRJNA385854	SRP110813	SAMN07136846	SRR5788092	25882482	SRZ187569	metaSPAdes v3.9.0
S0385	GEOTRACES	GP13	TAN1109	GT11	2011-06-15T21:47:00	30	ocean_biome	ocean	water	Pacific Ocean	32.509 S 162.009 W	1153148	PRJNA385854	SRP110813	SAMN07136847	SRR5788097	23154518	SRZ187570	metaSPAdes v3.9.0
S0386	GEOTRACES	GP13	TAN1109	GT11	2011-06-15T21:47:00	52	ocean_biome	ocean	water	Pacific Ocean	32.509 S 162.009 W	1153142	PRJNA385854	SRP110813	SAMN07136848	SRR5788098	38570180	SRZ187571	metaSPAdes v3.9.0
S0387	GEOTRACES	GP13	TAN1109	GT11	2011-06-15T21:47:00	76	ocean_biome	ocean	water	Pacific Ocean	32.509 S 162.009 W	1153136	PRJNA385854	SRP110813	SAMN07136849	SRR5788095	20334266	SRZ187572	metaSPAdes v3.9.0
S0388	GEOTRACES	GP13	TAN1109	GT11	2011-06-15T21:47:00	101	ocean_biome	ocean	water	Pacific Ocean	32.509 S 162.009 W	1153130	PRJNA385854	SRP110813	SAMN07136850	SRR5788096	17863516	SRZ187573	metaSPAdes v3.9.0
S0389	GEOTRACES	GP13	TAN1109	GT12	2011-06-16T08:38:00	15	ocean_biome	ocean	water	Pacific Ocean	32.49783 S 160.99283 W	1153316	PRJNA385854	SRP110813	SAMN07136851	SRR5788101	35290609	SRZ187574	metaSPAdes v3.9.0
S0390	GEOTRACES	GP13	TAN1109	GT12	2011-06-16T08:38:00	30	ocean_biome	ocean	water	Pacific Ocean	32.49783 S 160.99283 W	1153289	PRJNA385854	SRP110813	SAMN07136852	SRR5788102	25738308	SRZ187575	metaSPAdes v3.9.0
S0391	GEOTRACES	GP13	TAN1109	GT12	2011-06-16T08:38:00	50	ocean_biome	ocean	water	Pacific Ocean	32.49783 S 160.99283 W	1153283	PRJNA385854	SRP110813	SAMN07136853	SRR5788324	21444337	SRZ187576	metaSPAdes v3.9.0
S0392	GEOTRACES	GP13	TAN1109	GT12	2011-06-16T08:38:00	73	ocean_biome	ocean	water	Pacific Ocean	32.49783 S 160.99283 W	1153277	PRJNA385854	SRP110813	SAMN07136854	SRR5788255	27930115	SRZ187577	metaSPAdes v3.9.0
S0393	GEOTRACES	GP13	TAN1109	GT12	2011-06-16T08:38:00	100	ocean_biome	ocean	water	Pacific Ocean	32.49783 S 160.99283 W	1153271	PRJNA385854	SRP110813	SAMN07136855	SRR5788258	23006446	SRZ187578	metaSPAdes v3.9.0
S0394	GEOTRACES	GP13	TAN1109	GT13	2011-06-16T16:16:00	15	ocean_biome	ocean	water	Pacific Ocean	32.51033 S 160.00783 W	1155413	PRJNA385854	SRP110813	SAMN07136856	SRR5788257	9194168	SRZ187579	metaSPAdes v3.9.0
S0395	GEOTRACES	GP13	TAN1109	GT13	2011-06-16T16:16:00	32	ocean_biome	ocean	water	Pacific Ocean	32.51033 S 160.00783 W	1155410	PRJNA385854	SRP110813	SAMN07136857	SRR5788260	12126318	SRZ187580	metaSPAdes v3.9.0
S0396	GEOTRACES	GP13	TAN1109	GT13	2011-06-16T16:16:00	49	ocean_biome	ocean	water	Pacific Ocean	32.51033 S 160.00783 W	1155404	PRJNA385854	SRP110813	SAMN07136858	SRR5788259	13822451	SRZ187581	metaSPAdes v3.9.0
S0397	GEOTRACES	GP13	TAN1109	GT13	2011-06-16T16:16:00	72	ocean_biome	ocean	water	Pacific Ocean	32.51033 S 160.00783 W	1155398	PRJNA385854	SRP110813	SAMN07136859	SRR5788262	23080374	SRZ187582	metaSPAdes v3.9.0
S0398	GEOTRACES	GP13	TAN1109	GT13	2011-06-16T16:16:00	102	ocean_biome	ocean	water	Pacific Ocean	32.51033 S 160.00783 W	1155392	PRJNA385854	SRP110813	SAMN07136860	SRR5788261	21240431	SRZ187583	metaSPAdes v3.9.0
S0399	GEOTRACES	GP13	TAN1109	GT14	2011-06-17T01:54:00	15	ocean_biome	ocean	water	Pacific Ocean	32.46367 S 159.01933 W	1155560	PRJNA385854	SRP110813	SAMN07136861	SRR5788264	15298157	SRZ187584	metaSPAdes v3.9.0
S0400	GEOTRACES	GP13	TAN1109	GT14	2011-06-17T01:54:00	32	ocean_biome	ocean	water	Pacific Ocean	32.46367 S 159.01933 W	1155533	PRJNA385854	SRP110813	SAMN07136862	SRR5788263	26481316	SRZ187585	metaSPAdes v3.9.0
S0401	GEOTRACES	GP13	TAN1109	GT14	2011-06-17T01:54:00	49	ocean_biome	ocean	water	Pacific Ocean	32.46367 S 159.01933 W	1155527	PRJNA385854	SRP110813	SAMN07136863	SRR5788124	16706385	SRZ187586	metaSPAdes v3.9.0
S0402	GEOTRACES	GP13	TAN1109	GT14	2011-06-17T01:54:00	76	ocean_biome	ocean	water	Pacific Ocean	32.46367 S 159.01933 W	1155521	PRJNA385854	SRP110813	SAMN07136864	SRR5788125	22209104	SRZ187587	metaSPAdes v3.9.0
S0403	GEOTRACES	GP13	TAN1109	GT20	2011-06-20T13:01:00	52	ocean_biome	ocean	water	Pacific Ocean	32.494 S 153.00567 W	1156505	PRJNA385854	SRP110813	SAMN07136865	SRR5788126	15909476	SRZ187588	metaSPAdes v3.9.0
S0404	GEOTRACES	GP13	TAN1109	GT20	2011-06-20T13:01:00	77	ocean_biome	ocean	water	Pacific Ocean	32.494 S 153.00567 W	1156499	PRJNA385854	SRP110813	SAMN07136866	SRR5788127	10173773	SRZ187589	metaSPAdes v3.9.0
S0405	GEOTRACES	GP13	TAN1109	GT20	2011-06-20T13:01:00	101	ocean_biome	ocean	water	Pacific Ocean	32.494 S 153.00567 W	1156493	PRJNA385854	SRP110813	SAMN07136867	SRR5788120	19960249	SRZ187590	metaSPAdes v3.9.0
S0406	GEOTRACES	GP13	TAN1109	GT21	2011-06-21T00:03:00	15	ocean_biome	ocean	water	Pacific Ocean	32.4885 S 151.9995 W	1156682	PRJNA385854	SRP110813	SAMN07136868	SRR5788121	20566236	SRZ187591	metaSPAdes v3.9.0
S0407	GEOTRACES	GP13	TAN1109	GT21	2011-06-21T00:03:00	30	ocean_biome	ocean	water	Pacific Ocean	32.4885 S 151.9995 W	1156655	PRJNA385854	SRP110813	SAMN07136869	SRR5788122	22904847	SRZ187592	metaSPAdes v3.9.0
S0408	GEOTRACES	GP13	TAN1109	GT21	2011-06-21T00:03:00	52	ocean_biome	ocean	water	Pacific Ocean	32.4885 S 151.9995 W	1156649	PRJNA385854	SRP110813	SAMN07136870	SRR5788123	18548063	SRZ187593	metaSPAdes v3.9.0
S0409	GEOTRACES	GP13	TAN1109	GT21	2011-06-21T00:03:00	75	ocean_biome	ocean	water	Pacific Ocean	32.4885 S 151.9995 W	1156643	PRJNA385854	SRP110813	SAMN07136871	SRR5788118	17325652	SRZ187594	metaSPAdes v3.9.0
S0410	GEOTRACES	GP13	TAN1109	GT21	2011-06-21T00:03:00	102	ocean_biome	ocean	water	Pacific Ocean	32.4885 S 151.9995 W	1156637	PRJNA385854	SRP110813	SAMN07136872	SRR5788119	21384181	SRZ187595	metaSPAdes v3.9.0
S0411	GEOTRACES	GP13	TAN1109	GT22	2011-06-21T13:10:00	15	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 151.00067 W	1156883	PRJNA385854	SRP110813	SAMN07136873	SRR5788296	16822336	SRZ187596	metaSPAdes v3.9.0
S0412	GEOTRACES	GP13	TAN1109	GT22	2011-06-21T13:10:00	30	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 151.00067 W	1156871	PRJNA385854	SRP110813	SAMN07136874	SRR5788295	34831503	SRZ187597	metaSPAdes v3.9.0
S0413	GEOTRACES	GP13	TAN1109	GT22	2011-06-21T13:10:00	50	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 151.00067 W	1156865	PRJNA385854	SRP110813	SAMN07136875	SRR5788294	26513020	SRZ187598	metaSPAdes v3.9.0
S0414	GEOTRACES	GP13	TAN1109	GT22	2011-06-21T13:10:00	76	ocean_biome	ocean	water	Pacific Ocean	32.49567 S 151.00067 W	1156859	PRJNA385854	SRP110813	SAMN07136876	SRR5788293	18990041	SRZ187599	metaSPAdes v3.9.0
S0415	GEOTRACES	GP13	SS2011	26	2011-05-26T22:16:59	15.2	ocean_biome	ocean	water	Pacific Ocean	31.5988 S 178 E	1222577	PRJNA385854	SRP110813	SAMN07136877	SRR5788300	17695124	SRZ187600	metaSPAdes v3.9.0
S0416	GEOTRACES	GP13	SS2011	26	2011-05-26T22:16:59	30	ocean_biome	ocean	water	Pacific Ocean	31.5988 S 178 E	1222574	PRJNA385854	SRP110813	SAMN07136878	SRR5788299	39184164	SRZ187601	metaSPAdes v3.9.0
S0417	GEOTRACES	GP13	SS2011	26	2011-05-26T22:16:59	51.2	ocean_biome	ocean	water	Pacific Ocean	31.5988 S 178 E	1222571	PRJNA385854	SRP110813	SAMN07136879	SRR5788298	26216805	SRZ187602	metaSPAdes v3.9.0
S0418	GEOTRACES	GP13	SS2011	26	2011-05-26T22:16:59	74.1	ocean_biome	ocean	water	Pacific Ocean	31.5988 S 178 E	1222601	PRJNA385854	SRP110813	SAMN07136880	SRR5788297	16368240	SRZ187603	metaSPAdes v3.9.0
S0419	GEOTRACES	GP13	SS2011	26	2011-05-26T22:16:59	99.8	ocean_biome	ocean	water	Pacific Ocean	31.5988 S 178 E	1222598	PRJNA385854	SRP110813	SAMN07136881	SRR5788292	30862080	SRZ187604	metaSPAdes v3.9.0
S0420	GEOTRACES	GP13	SS2011	29	2011-05-28T11:09:40	15.6	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 179.125 W	1223060	PRJNA385854	SRP110813	SAMN07136882	SRR5788291	23704703	SRZ187605	metaSPAdes v3.9.0
S0421	GEOTRACES	GP13	SS2011	29	2011-05-28T11:09:40	29.5	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 179.125 W	1223054	PRJNA385854	SRP110813	SAMN07136883	SRR5788391	24662809	SRZ187606	metaSPAdes v3.9.0
S0422	GEOTRACES	GP13	SS2011	29	2011-05-28T11:09:40	51.1	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 179.125 W	1223048	PRJNA385854	SRP110813	SAMN07136884	SRR5788390	17069017	SRZ187607	metaSPAdes v3.9.0
S0423	GEOTRACES	GP13	SS2011	29	2011-05-28T11:09:40	74.7	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 179.125 W	1223090	PRJNA385854	SRP110813	SAMN07136885	SRR5788389	14988541	SRZ187608	metaSPAdes v3.9.0
S0424	GEOTRACES	GP13	SS2011	29	2011-05-28T11:09:40	99.9	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 179.125 W	1223087	PRJNA385854	SRP110813	SAMN07136886	SRR5788388	17668777	SRZ187609	metaSPAdes v3.9.0
S0425	GEOTRACES	GP13	SS2011	29	2011-05-28T11:09:40	1001.5	ocean_biome	ocean	water	Pacific Ocean	32.4995 S 179.125 W	1223069	PRJNA385854	SRP110813	SAMN07136887	SRR5788395	13647414	SRZ187610	metaSPAdes v3.9.0
S0426	GEOTRACES	GP13	TAN1109	GT2	2011-06-10T22:48:00	16	ocean_biome	ocean	water	Pacific Ocean	32.49667 S 170.99533 W	1153688	PRJNA385854	SRP110813	SAMN07136888	SRR5788394	22076215	SRZ187611	metaSPAdes v3.9.0
S0427	GEOTRACES	GP13	TAN1109	GT2	2011-06-10T22:48:00	32	ocean_biome	ocean	water	Pacific Ocean	32.49667 S 170.99533 W	1153676	PRJNA385854	SRP110813	SAMN07136889	SRR5788393	25248983	SRZ187612	metaSPAdes v3.9.0
S0428	GEOTRACES	GP13	TAN1109	GT2	2011-06-10T22:48:00	52	ocean_biome	ocean	water	Pacific Ocean	32.49667 S 170.99533 W	1153670	PRJNA385854	SRP110813	SAMN07136890	SRR5788392	29743814	SRZ187613	metaSPAdes v3.9.0
S0429	GEOTRACES	GP13	TAN1109	GT2	2011-06-10T22:48:00	75	ocean_biome	ocean	water	Pacific Ocean	32.49667 S 170.99533 W	1153664	PRJNA385854	SRP110813	SAMN07136891	SRR5788386	24480902	SRZ187614	metaSPAdes v3.9.0
S0430	GEOTRACES	GP13	TAN1109	GT2	2011-06-10T22:48:00	103	ocean_biome	ocean	water	Pacific Ocean	32.49667 S 170.99533 W	1153658	PRJNA385854	SRP110813	SAMN07136892	SRR5788385	24061880	SRZ187615	metaSPAdes v3.9.0
S0431	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T08:25:00	16	ocean_biome	ocean	water	Pacific Ocean	32.49367 S 169.99517 W	1153841	PRJNA385854	SRP110813	SAMN07136893	SRR5788245	21158057	SRZ187616	metaSPAdes v3.9.0
S0432	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T08:25:00	32	ocean_biome	ocean	water	Pacific Ocean	32.49367 S 169.99517 W	1153820	PRJNA385854	SRP110813	SAMN07136894	SRR5788246	36725570	SRZ187617	metaSPAdes v3.9.0
S0433	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T08:25:00	51	ocean_biome	ocean	water	Pacific Ocean	32.49367 S 169.99517 W	1153814	PRJNA385854	SRP110813	SAMN07136895	SRR5788247	20941560	SRZ187618	metaSPAdes v3.9.0
S0434	GEOTRACES	GP13	TAN1109	GT3	2011-06-11T08:25:00	75	ocean_biome	ocean	water	Pacific Ocean	32.49367 S 169.99517 W	1153808	PRJNA385854	SRP110813	SAMN07136896	SRR5788248	21290766	SRZ187619	metaSPAdes v3.9.0
