PARAMETER	Sample ID	Sample ID	Sample ID	Station label	Event label	Environmental feature	Depth, nominal	Depth, top/min	Depth, bottom/max	Size fraction, lower threshold	Size fraction, upper threshold	Sample material	Sample method	Sample code/label	Analysis ID	Analysis method	Analysis method	Analysis method	Analysis label	Analysis ID	Analysis ID	Analysis label	Uniform resource locator/link to metadata file	Uniform resource locator/link to metadata file
1275	TARA_B100001964	SAMEA2623295	ERS493670	TARA_137	TARA_20111202T2042Z_137_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_137_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T2042Z_137_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100001964	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AENIOSF_r1	ERX556097	ERR599147	run_APY_AENIOSF_3_D17A8ACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599147/ERR599147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599147/ERR599147_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599147
1276	TARA_B100001964	SAMEA2623295	ERS493670	TARA_137	TARA_20111202T2042Z_137_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_137_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T2042Z_137_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100001964	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AENIOSF_r1	ERX555920	ERR599099	run_APY_AENIOSF_4_D17A8ACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599099/ERR599099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599099/ERR599099_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599099
1277	TARA_B100002003	SAMEA2623390	ERS493822	TARA_138	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEPIOSF_r1	ERX556099	ERR599004	run_APY_AEPIOSF_1_D17A8ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599004/ERR599004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599004/ERR599004_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599004
1278	TARA_B100002003	SAMEA2623390	ERS493822	TARA_138	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEPIOSF_r1	ERX556042	ERR599060	run_APY_AEPIOSF_2_D17A8ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599060/ERR599060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599060/ERR599060_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599060
1279	TARA_B100002003	SAMEA2623390	ERS493822	TARA_138	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEPIOSF_r1	ERX556138	ERR599051	run_APY_AEPIOSF_3_D17A8ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599051/ERR599051_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599051/ERR599051_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599051
1280	TARA_B100002003	SAMEA2623390	ERS493822	TARA_138	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEPIOSF_r1	ERX555991	ERR599175	run_APY_AEPIOSF_4_D17A8ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599175/ERR599175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599175/ERR599175_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599175
1281	TARA_B100000676	SAMEA2622796	ERS492863	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	3	TARA_124_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(10L-or-15min)_W0.22-3_B100000676	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEQIOSF_r1	ERX556089	ERR599161	run_APY_AEQIOSF_1_D17A8ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599161/ERR599161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599161/ERR599161_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599161
1282	TARA_B100000676	SAMEA2622796	ERS492863	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	3	TARA_124_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(10L-or-15min)_W0.22-3_B100000676	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEQIOSF_r1	ERX555955	ERR599089	run_APY_AEQIOSF_2_D17A8ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599089/ERR599089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599089/ERR599089_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599089
1283	TARA_B100000676	SAMEA2622796	ERS492863	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	3	TARA_124_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(10L-or-15min)_W0.22-3_B100000676	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEQIOSF_r1	ERX556077	ERR598988	run_APY_AEQIOSF_3_D17A8ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598988/ERR598988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598988/ERR598988_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598988
1284	TARA_B100000676	SAMEA2622796	ERS492863	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	3	TARA_124_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(10L-or-15min)_W0.22-3_B100000676	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEQIOSF_r1	ERX556036	ERR599084	run_APY_AEQIOSF_4_D17A8ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599084/ERR599084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599084/ERR599084_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599084
1285	TARA_B000000609	SAMEA2620651	ERS489712	TARA_056	TARA_20100626T0705Z_056_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_056_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100626T0705Z_056_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000609	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AERIOSF_r1	ERX555971	ERR599057	run_APY_AERIOSF_3_D1BN1ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599057/ERR599057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599057/ERR599057_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599057
1286	TARA_B100000378	SAMEA2620666	ERS489727	TARA_056	TARA_20100626T0713Z_056_EVENT_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	990	1008	0.22	3	TARA_056_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100626T0713Z_056_EVENT_CAST_MES_(1000m)_SEQ-(100L)_W0.22-3_B100000378	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AESIOSF_r1	ERX555992	ERR599112	run_APY_AESIOSF_4_D1BN1ACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599112/ERR599112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599112/ERR599112_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599112
1287	TARA_B000000565	SAMEA2620672	ERS489733	TARA_057	TARA_20100627T1205Z_057_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_057_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100627T1205Z_057_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000565	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AETIOSF_r1	ERX555945	ERR599058	run_APY_AETIOSF_5_D1BN1ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599058/ERR599058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599058/ERR599058_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599058
1288	TARA_B000000557	SAMEA2620734	ERS489846	TARA_058	TARA_20100629T1500Z_058_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	66	64	68	0.22	3	TARA_058_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100629T1500Z_058_EVENT_PUMP_DCM_(66m)_SEQ-(100L)_W0.22-3_B000000557	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEVIOSF_r1	ERX556068	ERR599026	run_APY_AEVIOSF_1_C11W9ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599026/ERR599026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599026/ERR599026_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599026
1289	TARA_B000000532	SAMEA2620756	ERS489877	TARA_062	TARA_20100703T0809Z_062_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_062_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20100703T0809Z_062_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B000000532	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AEXIOSF_r1	ERX556129	ERR599012	run_APY_AEXIOSF_6_D1BN1ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599012/ERR599012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599012/ERR599012_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599012
1290	TARA_B100001063	SAMEA2621779	ERS491421	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_093_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001063	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFAIOSF_r1	ERX555965	ERR599064	run_APY_AFAIOSF_7_D1BN1ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599064/ERR599064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599064/ERR599064_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599064
1291	TARA_B100001059	SAMEA2621812	ERS491463	TARA_093	TARA_20110312T1937Z_093_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	0.22	3	TARA_093_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_DCM_(35m)_SEQ-(100L)_W0.22-3_B100001059	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFBIOSF_r1	ERX556045	ERR598965	run_APY_AFBIOSF_2_C11W9ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598965/ERR598965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598965/ERR598965_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598965
1292	TARA_B100001057	SAMEA2621839	ERS491492	TARA_094	TARA_20110318T1157Z_094_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_094_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110318T1157Z_094_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001057	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFCIOSF_r1	ERX555988	ERR599050	run_APY_AFCIOSF_5_C16L4ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599050/ERR599050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599050/ERR599050_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599050
1293	TARA_B100000989	SAMEA2621859	ERS491525	TARA_096	TARA_20110324T1300Z_096_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_096_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110324T1300Z_096_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000989	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFDIOSF_r1	ERX556130	ERR598967	run_APY_AFDIOSF_8_D1BN1ACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598967/ERR598967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598967/ERR598967_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598967
1294	TARA_B100000886	SAMEA2622074	ERS491804	TARA_099	TARA_20110409T1356Z_099_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_099_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110409T1356Z_099_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000886	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFFIOSF_r1	ERX555926	ERR599024	run_APY_AFFIOSF_3_C11W9ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599024/ERR599024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599024/ERR599024_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599024
1295	TARA_B100000609	SAMEA2622901	ERS493044	TARA_128	TARA_20110904T1800Z_128_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_128_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110904T1800Z_128_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000609	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFGIOSF_r1	ERX555990	ERR599038	run_APY_AFGIOSF_4_C11W9ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599038/ERR599038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599038/ERR599038_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599038
1296	TARA_B100000614	SAMEA2622923	ERS493098	TARA_128	TARA_20110905T1840Z_128_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_128_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110905T1840Z_128_EVENT_PUMP_DCM_(40m)_SEQ-(100L)_W0.22-3_B100000614	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFHIOSF_r1	ERX556134	ERR599032	run_APY_AFHIOSF_5_C11W9ACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599032/ERR599032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599032/ERR599032_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599032
1297	TARA_B100001248	SAMEA2623059	ERS493300	TARA_132	TARA_20111004T1746Z_132_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_132_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111004T1746Z_132_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001248	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFIIOSF_r1	ERX556094	ERR599142	run_APY_AFIIOSF_6_C11W9ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599142/ERR599142_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599142/ERR599142_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599142
1298	TARA_B100001250	SAMEA2623079	ERS493340	TARA_132	TARA_20111005T0101Z_132_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	111	120	0.22	3	TARA_132_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111005T0101Z_132_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(100L)_W0.22-3_B100001250	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFKIOSF_r1	ERX556017	ERR598995	run_APY_AFKIOSF_6_C16L4ACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598995/ERR598995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598995/ERR598995_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598995
1299	TARA_B100001245	SAMEA2623098	ERS493372	TARA_132	TARA_20111005T1952Z_132_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	550	546	555	0.22	3	TARA_132_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111005T1952Z_132_Combined-EVENTS_CAST_MES_(550m)_SEQ-(100L)_W0.22-3_B100001245	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFLIOSF_r1	ERX556114	ERR598980	run_APY_AFLIOSF_7_C11W9ACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598980/ERR598980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598980/ERR598980_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598980
1300	TARA_B100001093	SAMEA2623116	ERS493390	TARA_133	TARA_20111018T1535Z_133_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_133_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111018T1535Z_133_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001093	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFMIOSF_r1	ERX555967	ERR599052	run_APY_AFMIOSF_4_C16GEACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599052/ERR599052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599052/ERR599052_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599052
1301	TARA_B100001094	SAMEA2623135	ERS493431	TARA_133	TARA_20111019T0009Z_133_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	43	47	0.22	3	TARA_133_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111019T0009Z_133_EVENT_PUMP_DCM_(45m)_SEQ-(100L)_W0.22-3_B100001094	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFNIOSF_r1	ERX555907	ERR598942	run_APY_AFNIOSF_8_C11W9ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598942/ERR598942_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598942/ERR598942_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598942
1302	TARA_B100001105	SAMEA2623155	ERS493460	TARA_133	TARA_20111019T1827Z_133_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	650	646	655	0.22	3	TARA_133_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111019T1827Z_133_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L)_W0.22-3_B100001105	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFPIOSF_r1	ERX556033	ERR599115	run_APY_AFPIOSF_4_C16L4ACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599115/ERR599115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599115/ERR599115_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599115
1303	TARA_B100001287	SAMEA2623275	ERS493636	TARA_137	TARA_20111202T1412Z_137_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_137_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T1412Z_137_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001287	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFQIOSF_r1	ERX556031	ERR598989	run_APY_AFQIOSF_4_C197GACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598989/ERR598989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598989/ERR598989_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598989
1304	TARA_B100001989	SAMEA2623350	ERS493752	TARA_138	TARA_20111210T1408Z_138_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_138_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111210T1408Z_138_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001989	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFRIOSF_r1	ERX556106	ERR599030	run_APY_AFRIOSF_4_C19CPACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599030/ERR599030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599030/ERR599030_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599030
1305	TARA_B100001996	SAMEA2623370	ERS493788	TARA_138	TARA_20111211T1332Z_138_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	55	64	0.22	3	TARA_138_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_DCM_(60m)_SEQ-(10L-or-15min)_W0.22-3_B100001996	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFSIOSF_r1	ERX555961	ERR599087	run_APY_AFSIOSF_4_C19BDACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599087/ERR599087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599087/ERR599087_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599087
1306	TARA_B100002019	SAMEA2623426	ERS493877	TARA_140	TARA_20111221T1620Z_140_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_140_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111221T1620Z_140_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100002019	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFTIOSF_r1	ERX556121	ERR599162	run_APY_AFTIOSF_4_C18R8ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599162/ERR599162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599162/ERR599162_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599162
1307	TARA_B100001939	SAMEA2623446	ERS493914	TARA_141	TARA_20111230T1335Z_141_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_141_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111230T1335Z_141_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001939	PRJEB1787	Acinas_Prok_DNA_ext		MetaG	APY_AFVIOSF_r1	ERX556062	ERR599029	run_APY_AFVIOSF_1_C1CL0ACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599029/ERR599029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599029/ERR599029_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599029
